Transcription	stressInfoA	stressInfoB	Orthography	Frequency	PoSs
ʃ.oʊ.v.ə.n.ɪ.s.t.ɪ.k	`_'_	S4	chauvinistic	0	(AJ)
tʃ.i.p	'	S1	cheap	25	(N AJ)
tʃ.i.p.ə.n	'_	S2	cheapen	0	(VT VI)
tʃ.i.p.s.k.eɪ.t	'`	S2	cheapskate	0	(N)
tʃ.i.t	'	S1	cheat	2	(N VT VI)
tʃ.ɛ.k	'	S1	check	89	(N VT VI)
tʃ.ɛ.k.ɚ	'_	S2	checker	1	(VT N)
tʃ.ɛ.k.ɚ.z	'_	S2	checkers	0	(N)
tʃ.ɛ.k.l.ɪ.s.t	'`	S2	checklist	3	(N)
tʃ.ɛ.k.m.eɪ.t	'`	S2	checkmate	0	(VT N)
tʃ.ɛ.k.p.ɔɪ.n.t	'`	S2	checkpoint	0	(N)
tʃ.ɛ.k.ɹ.u.m	'`	S2	checkroom	0	(N)
tʃ.ɛ.d.ɚ	'_	S2	cheddar	0	(N)
tʃ.i.k	'	S1	cheek	22	(N VT)
tʃ.i.k.i	'_	S2	cheeky	0	(AJ)
tʃ.i.p	'	S1	cheep	0	(VI VT)
tʃ.ɪ.ɹ	'	S1	cheer	8	(N VT VI)
tʃ.ɪ.ɹ.f.l̩	'_	S2	cheerful	10	(AJ)
tʃ.ɪ.ɹ.i	'_	S2	cheery	3	(AJ)
tʃ.i.z	'	S1	cheese	9	(N)
ʃ.ɛ.f	'	S1	chef	9	(N)
k.i.l.ə	'_	S2	chela	0	(N)
k.ɛ.m.ɪ.k.l̩	'__	S3	chemical	62	(AJ N)
ʃ.ə.m.i.z	_'	S2	chemise	1	(N)
k.ɛ.m.ɪ.s.t	'_	S2	chemist	0	(N)
k.i.m.oʊ.θ.ɛ.ɹ.ə.p.i	`_'__	S5	chemotherapy	0	(N)
k.ɛ.m.ɚ.dʒ.ɪ.k	_'_	S3	chemurgic	0	(AJ)
k.ɛ.m.ɚ.dʒ.i	'`_	S3	chemurgy	0	(N)
ʃ.ə.n.i.l	_'	S2	chenille	0	(N)
tʃ.ɛ.k	'	S1	cheque	0	(null)
tʃ.ɛ.ɹ.ɪ.ʃ	'_	S2	cherish	5	(VT)
ʃ.ə.ɹ.u.t	_'	S2	cheroot	0	(N)
tʃ.ɛ.ɹ.i	'_	S2	cherry	6	(N)
tʃ.ɚ.t	'	S1	chert	0	(N)
tʃ.ɛ.ɹ.ə.b	'_	S2	cherub	0	(N)
tʃ.ɛ.ɹ.ʊ.b.ɪ.m	'_`	S3	cherubim	1	(N)
tʃ.ɛ.s	'	S1	chess	3	(N)
tʃ.ɛ.s.t	'	S1	chest	56	(N)
tʃ.ɛ.s.t.ɚ.f.i.l.d	'_`	S3	chesterfield	0	(N)
tʃ.ɛ.s.n.ʌ.t	'`	S2	chestnut	6	(N AJ)
ʃ.ɛ.v.ə.l.ɪ.ɹ	`_'	S3	chevalier	0	(N)
ʃ.ɛ.v.i.ə.t	'__	S3	cheviot	0	(N)
ʃ.ɛ.v.ɹ.ə.n	'_	S2	chevron	0	(N)
tʃ.u	'	S1	chew	2	(VT VI N)
t.j.aʊ	'	S1	chiao	0	(null)
k.i.ɑ.ɹ.ə.s.k.ʊ.ɹ.oʊ	_`_'`	S5	chiaroscuro	0	(N)
ʃ.i.k	'	S1	chic	7	(N AJ)
ʃ.ɪ.k.eɪ.n.ɚ.i	_'__	S4	chicanery	1	(N)
tʃ.ɪ.k	'	S1	chick	3	(N)
tʃ.ɪ.k.ɪ.d.i	'_`	S3	chickadee	0	(N)
tʃ.ɪ.k.ɪ.n.h.ɑ.ɹ.t.ɪ.d	`_'_	S4	chickenhearted	0	(AJ)
tʃ.ɪ.k.w.i.d	'`	S2	chickweed	0	(N)
tʃ.ɪ.k.ɚ.i	'__	S3	chicory	0	(N)
tʃ.ɪ.d	'	S1	chid	0	(VI VT)
tʃ.ɪ.d.ṇ	'_	S2	chidden	0	(VI VT)
tʃ.aɪ.d	'	S1	chide	2	(VI VT)
tʃ.aɪ.d.ɪ.d	'_	S2	chided	1	(VI VT)
tʃ.aɪ.d.ɪ.ŋ	'_	S2	chiding	1	(VI VT N)
tʃ.i.f	'	S1	chief	123	(N AJ AV)
tʃ.i.f.t.ɪ.n	'_	S2	chieftain	4	(N)
ʃ.ɪ.f.ɑ.n	_'	S2	chiffon	0	(N AJ)
ʃ.ɪ.f.ə.n.ɪ.ɹ	`_'	S3	chiffonier	0	(N)
tʃ.ɪ.g.ɚ	'_	S2	chigger	0	(N)
ʃ.i.j.ɑ.n	'`	S2	chignon	1	(N)
tʃ.ɪ.l.b.l.eɪ.n	'`	S2	chilblain	0	(N)
tʃ.aɪ.l.d	'	S1	child	215	(N)
tʃ.aɪ.l.d.b.ɚ.θ	'`	S2	childbirth	3	(N)
tʃ.aɪ.l.d.ɪ.ʃ	'_	S2	childish	11	(AJ)
tʃ.aɪ.l.d.l.ə.s	'_	S2	childless	1	(AJ)
tʃ.ɪ.l.d.ɹ.ə.n	'_	S2	children	355	(N)
tʃ.ɪ.l	'	S1	chill	14	(VI VT AJ N)
k.aɪ.m.ɪ.ɹ.ə	_'_	S3	chimaera	0	(N)
tʃ.aɪ.m	'	S1	chime	0	(VI VT N)
tʃ.ɪ.m.n.i	'_	S2	chimney	7	(N)
tʃ.ɪ.m.p	'	S1	chimp	0	(N)
tʃ.ɪ.m.p.æ.n.z.i	``'	S3	chimpanzee	0	(N)
tʃ.ɪ.n	'	S1	chin	28	(N VT VI)
tʃ.aɪ.n.ə	'_	S2	china	69	(N)
tʃ.ɪ.n.tʃ.ɪ.l.ə	_'_	S3	chinchilla	0	(N)
tʃ.ɪ.ŋ.k	'	S1	chink	0	(VT N VI)
tʃ.i.n.oʊ	'`	S2	chino	0	(N)
tʃ.ɪ.n.t.s	'	S1	chintz	0	(N)
tʃ.ɪ.p	'	S1	chip	17	(N VT VI)
tʃ.ɪ.p.m.ʌ.ŋ.k	'`	S2	chipmunk	0	(N)
tʃ.ɪ.p.ɚ	'_	S2	chipper	1	(N AJ)
k.aɪ.ɹ.oʊ.g.ɹ.æ.f.ɪ.k	`_'_	S4	chirographic	0	(AJ)
k.aɪ.ɹ.ɑ.g.ɹ.ə.f.i	_'__	S4	chirography	0	(N)
k.ɚ.ɑ.p.ə.d.i	_'__	S4	chiropody	0	(N)
k.aɪ.ɹ.oʊ.p.ɹ.æ.k.t.ɪ.k	'_`_	S4	chiropractic	0	(N)
tʃ.ɚ.p	'	S1	chirp	0	(N)
tʃ.ɪ.z.l̩	'_	S2	chisel	4	(N VT VI)
tʃ.ɪ.t	'	S1	chit	0	(N)
tʃ.ɪ.t.tʃ.æ.t	'`	S2	chitchat	0	(N)
tʃ.ɪ.t.l.ɪ.n.z	'_	S2	chitlins	0	(N)
ʃ.ə.v.æ.l.ɹ.ɪ.k	_'_	S3	chivalric	0	(AJ)
ʃ.ɪ.v.l̩.ɹ.ɪ.s	'__	S3	chivalrous	2	(AJ)
tʃ.aɪ.v	'	S1	chive	1	(N)
k.l.oʊ.ɹ.l̩	'_	S2	chloral	0	(N)
k.l.ɔ.ɹ.d.eɪ.n	'`	S2	chlordane	0	(N)
k.l.oʊ.ɹ.aɪ.d	'`	S2	chloride	5	(N)
k.l.oʊ.ɹ.ə.n.eɪ.t	'_`	S3	chlorinate	0	(VT)
k.l.oʊ.ɹ.ə.n.eɪ.ʃ.ɪ.n	`_'_	S4	chlorination	0	(N)
k.l.oʊ.ɹ.i.n	'`	S2	chlorine	34	(N)
k.l.oʊ.ɹ.ə.f.ɔ.ɹ.m	'_`	S3	chloroform	0	(N VT)
tʃ.ɑ.k	'	S1	chock	0	(N VT AV)
tʃ.ɔ.k.l.ɪ.t	'_	S2	chocolate	9	(N)
tʃ.ɔɪ.s	'	S1	choice	115	(N AJ)
k.w.aɪ.ɚ	'_	S2	choir	8	(N VB AJ)
tʃ.oʊ.k	'	S1	choke	9	(VT VI N)
k.ɑ.l.ɚ	'_	S2	choler	0	(N)
k.ɑ.l.ɚ.ə	'__	S3	cholera	1	(N)
k.ɑ.l.ə.ɹ.ɪ.k	'__	S3	choleric	0	(AJ)
k.ə.l.ɛ.s.t.ɚ.ɔ.l	_'_`	S4	cholesterol	22	(N)
tʃ.ɑ.n	'	S1	chon	0	(null)
tʃ.u.z	'	S1	choose	50	(VT VI)
tʃ.u.z.i	'_	S2	choosey	0	(AJ)
tʃ.ɑ.p	'	S1	chop	3	(VT VI N)
tʃ.ɑ.p.i	'_	S2	choppy	3	(AJ)
tʃ.ɑ.p.s	'	S1	chops	3	(N)
tʃ.ɑ.p.s.t.ɪ.k	'`	S2	chopstick	0	(N)
k.oʊ.ɹ.l̩	'_	S2	choral	2	(AJ)
k.ɔ.ɹ.d	'	S1	chord	7	(VI VT N)
tʃ.oʊ.ɹ	'	S1	chore	7	(N)
k.ə.ɹ.i.ə	_'_	S3	chorea	0	(N)
k.oʊ.ɹ.i.ɑ.g.ɹ.ə.f.i	`_'__	S5	choreography	3	(N)
k.oʊ.ɹ.ə.s.t.ɚ	'__	S3	chorister	0	(N)
tʃ.ɔ.ɹ.t.l̩	'_	S2	chortle	0	(VI)
k.oʊ.ɹ.ɪ.s	'_	S2	chorus	18	(N VB)
tʃ.oʊ.z	'	S1	chose	37	(N)
tʃ.oʊ.z.ṇ	'_	S2	chosen	71	(AJ)
tʃ.aʊ	'	S1	chow	2	(N)
tʃ.aʊ.d.ɚ	'_	S2	chowder	1	(N)
k.ɹ.ɪ.z.ṃ	'_	S2	chrism	0	(N)
k.ɹ.ɪ.s.ṇ	'_	S2	christen	0	(VT)
k.ɹ.oʊ.m.æ.t.ɪ.k	_'_	S3	chromatic	9	(AJ N)
k.ɹ.oʊ.m	'	S1	chrome	4	(N VT)
k.ɹ.oʊ.m.i.ə.m	'__	S3	chromium	6	(N)
k.ɹ.oʊ.m.oʊ	'`	S2	chromo	0	(N)
k.ɹ.oʊ.m.ə.s.oʊ.m	'_`	S3	chromosome	0	(N)
k.ɹ.ɑ.n.ɪ.k	'_	S2	chronic	11	(AJ)
k.ɹ.ɑ.n.ɪ.k.l̩	'__	S3	chronicle	5	(N)
k.ɹ.ɑ.n.ə.g.ɹ.æ.f	'_`	S3	chronograph	0	(N)
k.ɹ.ɑ.n.ə.l.ɑ.dʒ.ɪ.k.l̩	`_'__	S5	chronological	7	(AJ)
k.ɹ.ə.n.ɑ.l.ə.dʒ.ɪ.s.t	_'__	S4	chronologist	0	(N)
k.ɹ.ə.n.ɑ.l.ə.dʒ.i	_'__	S4	chronology	5	(N)
k.ɹ.ə.n.ɑ.m.ə.t.ɚ	_'__	S4	chronometer	0	(N)
k.ɹ.ɪ.s.l̩.ə.s	'__	S3	chrysalis	0	(N)
k.ɹ.ɪ.s.æ.n.θ.ə.m.ə.m	_'__	S4	chrysanthemum	0	(N)
k.ɹ.ɪ.s.ə.l.aɪ.t	'_`	S3	chrysolite	0	(N)
tʃ.ʌ.b	'	S1	chub	0	(N)
tʃ.ʌ.b.i	'_	S2	chubby	2	(AJ)
tʃ.ʌ.k	'	S1	chuck	15	(VB VT N)
tʃ.ʌ.k.l̩	'_	S2	chuckle	5	(VI)
tʃ.ʌ.g	'	S1	chug	0	(N)
tʃ.ʌ.k.ə	'_	S2	chukka	0	(N)
tʃ.ʌ.m	'	S1	chum	1	(VI N)
tʃ.ʌ.m.i	'_	S2	chummy	0	(AJ)
tʃ.ʌ.m.p	'	S1	chump	1	(N)
tʃ.ʌ.ŋ.k	'	S1	chunk	2	(N)
tʃ.ɚ.tʃ	'	S1	church	349	(N VT AJ)
tʃ.ɚ.l	'	S1	churl	0	(N)
tʃ.ɚ.n	'	S1	churn	0	(N VT VI)
ʃ.u.t	'	S1	chute	2	(N)
tʃ.ʌ.t.n.i	'_	S2	chutney	1	(N)
s.ɪ.k.eɪ.d.ə	_'_	S3	cicada	0	(N)
s.ɪ.k.ə.t.ɹ.aɪ.s.i.z	`_'`	S4	cicatrices	0	(N)
s.ɪ.k.ə.t.ɹ.ɪ.k.s	'_`	S3	cicatrix	0	(N)
s.ɪ.s.ə.ɹ.oʊ.n.i	`_'_	S4	cicerone	0	(N)
s.aɪ.d.ɚ	'_	S2	cider	2	(N)
s.ɪ.g.ɑ.ɹ	_'	S2	cigar	10	(N)
s.ɪ.g.ɚ.ɛ.t	`_'	S3	cigarette	25	(N)
s.ɪ.n.tʃ	'	S1	cinch	3	(N VT)
s.ɪ.ŋ.k.oʊ.n.ə	_'_	S3	cinchona	0	(N)
s.ɪ.ŋ.tʃ.ɚ	'_	S2	cincture	0	(N)
s.ɪ.n.d.ɚ	'_	S2	cinder	2	(N)
s.ɪ.n.ə.m.ə	'__	S3	cinema	3	(N)
s.ɪ.n.ə.m.æ.t.ɪ.k	`_'_	S4	cinematic	3	(AJ)
s.ɪ.n.ə.m.æ.t.ə.g.ɹ.æ.f	`_'_`	S5	cinematograph	0	(N)
s.ɪ.n.ə.b.ɑ.ɹ	'_`	S3	cinnabar	0	(N)
s.ɪ.n.ə.m.ə.n	'__	S3	cinnamon	0	(N)
s.aɪ.f.ɚ	'_	S2	cipher	1	(N VI VT)
s.ɚ.k.ə	'_	S2	circa	1	(PP)
s.ɚ.k.l̩	'_	S2	circle	61	(N VT VI)
s.ɚ.k.l.ɪ.t	'_	S2	circlet	0	(N)
s.ɚ.k.ɪ.t	'_	S2	circuit	25	(N VT)
s.ɚ.k.j.u.ɪ.t.ɪ.s	`'__	S4	circuitous	1	(AJ)
s.ɚ.k.ɪ.t.ɹ.i	'__	S3	circuitry	1	(N)
s.ɚ.k.j.u.ɪ.t.i	`'__	S4	circuity	0	(N)
s.ɚ.k.j.ʊ.l.ɚ	'__	S3	circular	21	(AJ N)
s.ɚ.k.j.ʊ.l.æ.ɹ.ə.t.i	`_'__	S5	circularity	2	(N)
s.ɚ.k.j.ʊ.l.ɛ.ɹ.aɪ.z	'__`	S4	circularize	0	(VT)
s.ɚ.k.j.ʊ.l.eɪ.t	'_`	S3	circulate	2	(VI VT)
s.ɚ.k.j.ʊ.l.eɪ.ʃ.ɪ.n	`_'_	S4	circulation	16	(N)
s.ɚ.k.j.ʊ.l.ɪ.t.oʊ.ɹ.i	'__`_	S5	circulatory	2	(AJ)
s.ɚ.k.ə.m.æ.m.b.j.ʊ.l.eɪ.t	`_'_`	S5	circumambulate	0	(VB)
s.ɚ.k.ə.m.s.aɪ.z	'_`	S3	circumcise	0	(VT)
s.ɚ.k.ə.m.s.ɪ.ʒ.ɪ.n	`_'_	S4	circumcision	1	(N)
s.ɚ.k.ʌ.m.f.ɚ.ə.n.s	_'__	S4	circumference	3	(N)
s.ɚ.k.ə.m.f.l.ɛ.k.s	'_`	S3	circumflex	0	(AJ N)
s.ɚ.k.ə.m.l.oʊ.k.j.u.ʃ.ɪ.n	`__'_	S5	circumlocution	1	(N)
s.ɚ.k.ə.m.s.k.ɹ.aɪ.b	'_`	S3	circumscribe	0	(VT)
s.ɚ.k.ə.m.s.k.ɹ.ɪ.p.ʃ.ɪ.n	`_'_	S4	circumscription	0	(N)
s.ɚ.k.ə.m.s.p.ɛ.k.t	'_`	S3	circumspect	3	(AJ)
s.ɚ.k.ə.m.s.p.ɛ.k.ʃ.ɪ.n	`_'_	S4	circumspection	1	(N)
s.ɚ.k.ə.m.s.t.æ.n.s	'_`	S3	circumstance	15	(N)
s.ɚ.k.ə.m.s.t.æ.n.tʃ.l̩	`_'_	S4	circumstantial	0	(AJ)
s.ɚ.k.ə.m.v.ɛ.n.t	`_'	S3	circumvent	0	(VT)
s.ɚ.k.ɪ.s	'_	S2	circus	7	(N)
s.ɪ.ɹ.ɪ.s	'_	S2	cirrus	0	(N)
s.ɪ.s.t.ɚ.n	'_	S2	cistern	2	(N)
s.ɪ.t.ɪ.d.l̩	'__	S3	citadel	0	(N)
s.aɪ.t.eɪ.ʃ.ɪ.n	_'_	S3	citation	5	(N)
s.aɪ.t	'	S1	cite	7	(VT)
s.ɪ.t.ɪ.f.aɪ	'_`	S3	citify	0	(VT)
s.ɪ.t.ɪ.z.ɪ.n	'__	S3	citizen	30	(N)
s.ɪ.t.ɹ.ə.n	'_	S2	citron	1	(N)
s.ɪ.t.ɹ.ə.n.ɛ.l.ə	`_'_	S4	citronella	0	(N)
s.ɪ.t.ɹ.ɪ.s	'_	S2	citrus	1	(N)
s.ɪ.t.i	'_	S2	city	407	(N)
s.ɪ.v.ə.t	'_	S2	civet	0	(N)
s.ɪ.v.ɪ.k	'_	S2	civic	23	(AJ)
s.ɪ.v.l̩	'_	S2	civil	95	(AJ)
s.ə.v.ɪ.l.j.ə.n	_'_	S3	civilian	24	(N)
s.ə.v.ɪ.l.ɪ.t.i	_'__	S4	civility	1	(N)
s.ɪ.v.l̩.ə.z.eɪ.ʃ.ɪ.n	`__'_	S5	civilization	42	(N)
s.ɪ.v.ə.l.aɪ.z	'_`	S3	civilize	0	(VT VI)
k.l.æ.k	'	S1	clack	0	(VI VT N)
k.l.æ.d	'	S1	clad	15	(AJ VT)
k.l.eɪ.m	'	S1	claim	98	(VT N)
k.l.eɪ.m.ə.n.t	'_	S2	claimant	8	(N)
k.l.æ.ɹ.v.ɔɪ.ə.n.t	_'_	S3	clairvoyant	1	(AJ N)
k.l.æ.m	'	S1	clam	3	(N VI)
k.l.æ.m.b.ɚ	'_	S2	clamber	0	(VB)
k.l.æ.m.i	'_	S2	clammy	2	(AJ)
k.l.æ.m.ɚ	'_	S2	clamor	2	(N VI VT)
k.l.æ.m.p	'	S1	clamp	0	(N VT)
k.l.æ.n	'	S1	clan	2	(N)
k.l.æ.n.d.ɛ.s.t.ɪ.n	_'_	S3	clandestine	1	(AJ)
k.l.æ.ŋ	'	S1	clang	1	(VI VT N)
k.l.æ.ŋ.ɚ	'_	S2	clangor	0	(N VI)
k.l.æ.ŋ.k	'	S1	clank	0	(VI VT N)
k.l.æ.p	'	S1	clap	1	(VT VI N)
k.l.æ.b.ɚ.d	'_	S2	clapboard	0	(N)
k.l.æ.p.ɚ	'_	S2	clapper	0	(N)
k.l.æ.p.t.ɹ.æ.p	'`	S2	claptrap	0	(N)
k.l.æ.k	'	S1	claque	0	(N)
k.l.æ.ɹ.ə.t	'_	S2	claret	4	(N)
k.l.æ.ɹ.ə.f.ə.k.eɪ.ʃ.ɪ.n	`__'_	S5	clarification	5	(N)
k.l.æ.ɹ.ə.f.aɪ	'_`	S3	clarify	13	(VT VI)
k.l.æ.ɹ.ə.n.ɛ.t	`_'	S3	clarinet	1	(N)
k.l.æ.ɹ.i.ə.n	'__	S3	clarion	0	(N AJ)
k.l.æ.ɹ.ə.t.i	'__	S3	clarity	28	(N)
k.l.æ.ʃ	'	S1	clash	5	(VI N)
k.l.æ.s.p	'	S1	clasp	0	(N VT)
k.l.æ.s	'	S1	class	272	(N VT)
k.l.æ.s.ɪ.k	'_	S2	classic	36	(AJ N)
k.l.æ.s.ɪ.k.l̩	'__	S3	classical	33	(AJ)
k.l.æ.s.ɪ.s.ɪ.z.ṃ	'_`_	S4	classicism	1	(N)
k.l.æ.s.ə.f.ə.k.eɪ.ʃ.ɪ.n	`__'_	S5	classification	22	(N)
k.l.æ.s.ə.f.aɪ.d	'_`	S3	classified	14	(AJ)
k.l.æ.s.m.eɪ.t	'`	S2	classmate	3	(N)
k.l.æ.t.ɚ	'_	S2	clatter	2	(VI VT N)
k.l.ɔ.z	'	S1	clause	9	(N)
k.l.ɔ.s.t.ɹ.ə.f.oʊ.b.i.ə	`_'__	S5	claustrophobia	1	(N)
k.l.æ.v.ə.k.ɔ.ɹ.d	'_`	S3	clavichord	0	(N)
k.l.æ.v.ɪ.k.l̩	'__	S3	clavicle	0	(N)
k.l.ə.v.ɪ.ɹ	_'	S2	clavier	0	(N)
k.l.ɔ	'	S1	claw	1	(N VB)
k.l.eɪ	'	S1	clay	103	(N)
k.l.i.n	'	S1	clean	72	(AJ AV VT VI)
k.l.i.n.l.i	'_	S2	cleanly	2	(AJ AV)
k.l.ɛ.n.z	'	S1	cleanse	0	(VB)
k.l.ɪ.ɹ	'	S1	clear	228	(AJ AV VT VI N)
k.l.ɪ.ɹ.ə.n.s	'_	S2	clearance	4	(N)
k.l.ɪ.ɹ.ɪ.ŋ	'_	S2	clearing	16	(N)
k.l.ɛ.ɹ.s.t.oʊ.ɹ.i	'`_	S3	clearstory	0	(N)
k.l.i.t	'	S1	cleat	1	(N VT)
k.l.i.v.ɪ.dʒ	'_	S2	cleavage	2	(N)
k.l.i.v	'	S1	cleave	0	(VT VI)
k.l.ɛ.f	'	S1	clef	0	(N)
k.l.ɛ.f.t	'	S1	cleft	2	(N AJ)
k.l.ɛ.m.ə.t.ɪ.s	'__	S3	clematis	0	(N)
k.l.ɛ.m.ə.n.s.i	'__	S3	clemency	2	(N)
k.l.ɛ.n.tʃ	'	S1	clench	1	(VT N)
k.l.ɚ.dʒ.i	'_	S2	clergy	12	(N)
k.l.ɛ.ɹ.ɪ.k	'_	S2	cleric	1	(N)
k.l.ɛ.ɹ.ɪ.k.l̩	'__	S3	clerical	10	(AJ N)
k.l.ɚ.k	'	S1	clerk	34	(N VI)
k.l.ɛ.v.ɚ	'_	S2	clever	16	(AJ)
k.l.u	'	S1	clew	0	(N VT)
k.l.i.ʃ.eɪ	_'	S2	cliche	6	(N)
k.l.ɪ.k	'	S1	click	2	(N VT VI)
k.l.aɪ.ɪ.n.t	'_	S2	client	16	(N)
k.l.aɪ.ɪ.n.t.ɛ.l	`_'	S3	clientele	3	(N)
k.l.ɪ.f	'	S1	cliff	9	(N)
k.l.aɪ.m.æ.k.t.ɪ.k	_'_	S3	climactic	4	(AJ)
k.l.aɪ.m.ə.t	'_	S2	climate	26	(N)
k.l.aɪ.m.æ.t.ɪ.k	_'_	S3	climatic	0	(AJ)
k.l.aɪ.m.æ.k.s	'`	S2	climax	14	(N VI)
k.l.aɪ.m	'	S1	climb	12	(VI VT N)
k.l.aɪ.m	'	S1	clime	0	(N)
k.l.ɪ.n.tʃ	'	S1	clinch	2	(VT VI N)
k.l.ɪ.ŋ	'	S1	cling	6	(VI)
k.l.ɪ.n.ɪ.k	'_	S2	clinic	3	(N)
k.l.ɪ.n.ɪ.k.l̩	'__	S3	clinical	27	(AJ)
k.l.ɪ.ŋ.k	'	S1	clink	0	(VI VT N)
k.l.ɪ.ŋ.k.ɚ	'_	S2	clinker	0	(VT VI N)
k.l.ɪ.p	'	S1	clip	6	(VT VI N)
k.l.ɪ.p.b.oʊ.ɹ.d	'`	S2	clipboard	0	(N)
k.l.i.k	'	S1	clique	2	(N)
k.l.oʊ.k	'	S1	cloak	3	(N VT)
k.l.oʊ.ʃ	'	S1	cloche	0	(N)
k.l.ɑ.k	'	S1	clock	21	(VT N)
k.l.ɑ.d	'	S1	clod	1	(N)
k.l.ɑ.g	'	S1	clog	2	(N VT VI)
k.l.ɔɪ.z.ṇ.eɪ	`_'	S3	cloisonne	0	(AJ N)
k.l.ɔɪ.s.t.ɚ	'_	S2	cloister	0	(N VT)
k.l.ɑ.p	'	S1	clop	0	(N)
k.l.oʊ.s	'	S1	close	237	(VT VI N AJ AV)
k.l.oʊ.s.f.ɪ.s.t.ɪ.d	'`_	S3	closefisted	0	(AJ)
k.l.ɑ.z.ɪ.t	'_	S2	closet	16	(N AJ VT)
k.l.oʊ.ʒ.ɚ	'_	S2	closure	1	(N VT)
k.l.ɑ.t	'	S1	clot	3	(N VI VT)
k.l.ɔ.θ	'	S1	cloth	46	(N)
k.l.oʊ.ð	'	S1	clothe	1	(VT)
k.l.oʊ.z	'	S1	clothes	90	(N)
k.l.oʊ.ð.j.ɚ	'_	S2	clothier	1	(N)
k.l.oʊ.ð.ɪ.ŋ	'_	S2	clothing	20	(N)
k.l.oʊ.tʃ.ɚ	'_	S2	cloture	1	(N)
k.l.aʊ.d	'	S1	cloud	28	(N VI VT)
k.l.aʊ.t	'	S1	clout	1	(N VT)
k.l.oʊ.v	'	S1	clove	1	(N)
k.l.oʊ.v.ə.n	'_	S2	cloven	0	(null)
k.l.oʊ.v.ɚ	'_	S2	clover	17	(N)
k.l.aʊ.n	'	S1	clown	3	(N VI)
k.l.ɔɪ	'	S1	cloy	0	(VT VI)
k.l.ʌ.b	'	S1	club	147	(N VT VI AJ)
k.l.ʌ.k	'	S1	cluck	2	(VI VT N)
k.l.u	'	S1	clue	15	(null)
k.l.ʌ.m.p	'	S1	clump	4	(N VI VT)
k.l.ʌ.m.z.i	'_	S2	clumsy	6	(AJ)
k.l.ʌ.ŋ	'	S1	clung	14	(null)
k.l.ʌ.s.t.ɚ	'_	S2	cluster	13	(N VT VI)
k.l.ʌ.tʃ	'	S1	clutch	5	(VT VI N)
k.l.ʌ.t.ɚ	'_	S2	clutter	0	(VT VI N)
k.oʊ.tʃ	'	S1	coach	25	(N VT VI)
k.oʊ.ə.dʒ.u.t.ɚ	`_'_	S4	coadjutor	0	(N)
k.oʊ.æ.g.j.ʊ.l.ə.n.t	_'__	S4	coagulant	0	(N)
k.oʊ.l	'	S1	coal	36	(N VT VI)
k.oʊ.ə.l.ɛ.s	`_'	S3	coalesce	1	(VI)
k.oʊ.ə.l.ɛ.s.ṇ.s	`_'_	S4	coalescence	1	(N)
k.oʊ.l.f.i.l.d	'`	S2	coalfield	0	(N)
k.oʊ.ə.l.ɪ.ʃ.ɪ.n	`_'_	S4	coalition	15	(N)
k.oʊ.ɹ.s	'	S1	coarse	10	(AJ)
k.oʊ.ɹ.s.ṇ	'_	S2	coarsen	0	(VT VI)
k.oʊ.s.t	'	S1	coast	63	(N VT VI)
k.oʊ.s.t.l.aɪ.n	'`	S2	coastline	1	(N)
k.oʊ.t	'	S1	coat	43	(N VT)
k.oʊ.ɔ.θ.ɚ	'`_	S3	coauthor	0	(N)
k.oʊ.k.s	'	S1	coax	1	(VT)
k.oʊ.æ.k.s.i.l̩	`'__	S4	coaxial	1	(AJ)
k.ɑ.b	'	S1	cob	0	(N)
k.oʊ.b.ɔ.l.t	'`	S2	cobalt	3	(N)
k.ɑ.b.l̩	'_	S2	cobble	0	(N VT)
k.ɑ.b.l.ɚ	'_	S2	cobbler	0	(N)
k.ɑ.b.l̩.s.t.oʊ.n	'_`	S3	cobblestone	1	(N)
k.oʊ.b.ɹ.ə	'_	S2	cobra	3	(N)
k.ɑ.b.w.ɛ.b	'`	S2	cobweb	0	(N)
k.oʊ.k.ə	'_	S2	coca	0	(N)
k.oʊ.k.eɪ.n	_'	S2	cocaine	1	(N)
k.ɑ.tʃ.ə.n.i.l	'_`	S3	cochineal	0	(N)
k.ɑ.k.l.i.ə	'__	S3	cochlea	0	(N)
k.ɑ.k	'	S1	cock	5	(VI N VT)
k.ɑ.k.eɪ.d	_'	S2	cockade	0	(N)
k.ɑ.k.ə.t.i.l	`_'	S3	cockatiel	0	(N)
k.ɑ.k.ɪ.t.u	'_`	S3	cockatoo	1	(N)
k.ɑ.k.ə.t.ɹ.ə.s	'__	S3	cockatrice	0	(N)
k.ɑ.k.k.ɹ.oʊ	'`	S2	cockcrow	0	(N)
k.ɑ.k.ə.ɹ.l̩	'__	S3	cockerel	0	(N)
k.ɑ.k.aɪ	'`	S2	cockeye	0	(N)
k.ɑ.k.l̩	'_	S2	cockle	0	(N)
k.ɑ.k.n.i	'_	S2	cockney	0	(N)
k.ɑ.k.i	'_	S2	cocky	3	(AJ)
k.oʊ.k.oʊ	'`	S2	coco	1	(N AJ)
k.oʊ.k.oʊ	'`	S2	cocoa	2	(N)
k.oʊ.k.ə.n.ʌ.t	'_`	S3	coconut	8	(N)
k.ə.k.u.n	_'	S2	cocoon	3	(N)
k.ɑ.d	'	S1	cod	6	(N)
k.oʊ.d.ə	'_	S2	coda	0	(N)
